Subs,cancellation_date
504151,NULL
504152,NULL
504154,NULL
504155,NULL
504157,NULL
504161,NULL
504166,NULL
504173,NULL
504183,NULL
504192,NULL
504197,NULL
504201,NULL
504217,NULL
504220,3/29/16
504229,NULL
504237,NULL
504238,NULL
504242,NULL
504246,NULL
504251,NULL
504249,NULL
504267,NULL
504269,NULL
504270,NULL
504273,4/8/16
504277,NULL
504303,NULL
504311,NULL
504313,NULL
504314,NULL
504318,NULL
504321,NULL
504326,NULL
504331,3/7/16
504335,NULL
504341,NULL
504348,NULL
504350,NULL
504355,NULL
504358,NULL
504362,NULL
504367,NULL
504373,NULL
504374,NULL
504382,NULL
504385,NULL
504399,NULL
504415,NULL
504419,3/31/16
504423,NULL
504432,3/26/16
504440,NULL
504443,NULL
504453,NULL
504456,3/7/16
504459,NULL
504460,4/7/16
504463,NULL
504471,NULL
504479,NULL
504482,NULL
504488,NULL
504489,NULL
504490,NULL
504500,NULL
504501,NULL
504508,NULL
504511,NULL
504515,NULL
504537,3/8/16
504550,NULL
504557,NULL
504558,3/28/16
504572,NULL
504577,NULL
504590,NULL
504595,NULL
504597,NULL
504600,NULL
504603,NULL
504607,4/11/16
504617,NULL
504620,NULL
504632,NULL
504636,3/13/16
504641,NULL
504645,NULL
504649,NULL
504653,NULL
504652,NULL
504662,NULL
504663,NULL
504668,3/19/16
504689,NULL
504699,NULL
504713,NULL
504710,NULL
504726,NULL
504730,NULL
504737,NULL
504738,4/19/16
504748,NULL
504751,4/7/16
504757,NULL
504761,3/8/16
504764,NULL
504766,NULL
504768,NULL
504773,NULL
504778,NULL
504793,3/9/16
504794,NULL
504799,NULL
504802,NULL
504807,NULL
504809,NULL
504813,NULL
504828,NULL
504831,NULL
504832,NULL
504837,NULL
504838,NULL
504839,NULL
504848,NULL
504853,NULL
504865,NULL
504870,NULL
504881,NULL
504886,NULL
504889,NULL
504892,4/18/16
504896,NULL
504903,NULL
504905,NULL
504916,NULL
504917,NULL
504919,NULL
504921,NULL
504930,NULL
504936,NULL
504948,NULL
504955,NULL
504956,NULL
504963,NULL
504974,3/17/16
504987,NULL
504989,NULL
504994,NULL
504996,NULL
504999,NULL
505001,4/12/16
505007,NULL
505010,NULL
505014,NULL
505015,NULL
505032,NULL
505034,NULL
505041,NULL
505043,NULL
505045,NULL
505048,NULL
505050,NULL
505055,NULL
505080,NULL
505084,3/10/16
505089,NULL
505090,NULL
505093,NULL
505097,NULL
505098,NULL
505102,NULL
505103,NULL
505107,4/6/16
505124,4/18/16
505127,NULL
505138,NULL
505141,NULL
505144,NULL
505146,4/14/16
505149,NULL
505150,NULL
505158,4/5/16
505162,NULL
505163,NULL
505171,NULL
505180,NULL
505187,NULL
505189,NULL
505191,NULL
505195,NULL
505198,NULL
505213,3/25/16
505224,NULL
505223,4/6/16
505229,NULL
505235,NULL
505238,NULL
505245,NULL
505248,NULL
505250,NULL
505254,NULL
505256,NULL
505262,NULL
505263,NULL
505266,NULL
505271,NULL
505272,4/12/16
505274,NULL
505280,NULL
505286,NULL
505297,NULL
505305,NULL
505306,NULL
505312,NULL
505319,NULL
505325,NULL
505330,NULL
505337,NULL
505348,3/17/16
505351,NULL
505365,NULL
505370,NULL
505373,4/3/16
505392,NULL
505399,NULL
505402,NULL
505406,NULL
505412,NULL
505413,NULL
505414,NULL
505420,NULL
505425,NULL
505435,NULL
505440,NULL
505452,NULL
505458,3/12/16
505460,NULL
505469,NULL
505470,NULL
505475,NULL
505483,NULL
505485,NULL
505486,NULL
505497,NULL
505500,NULL
505501,NULL
505516,4/12/16
505517,NULL
505519,NULL
505526,NULL
505550,NULL
505553,NULL
505566,NULL
505567,4/14/16
505577,NULL
505579,NULL
505582,NULL
505586,NULL
505593,NULL
505602,NULL
505608,NULL
505619,NULL
505617,NULL
505623,4/7/16
505636,NULL
505639,NULL
505649,NULL
505667,NULL
505679,NULL
505687,NULL
505695,NULL
505698,NULL
505697,NULL
505700,NULL
505711,NULL
505714,NULL
505718,NULL
505723,NULL
505726,NULL
505731,NULL
505736,NULL
505740,NULL
505745,NULL
505754,NULL
505756,NULL
505763,NULL
505764,NULL
505772,4/12/16
505773,NULL
505775,NULL
505779,NULL
505785,3/7/16
505791,4/14/16
505806,NULL
505812,3/9/16
505815,NULL
505816,3/30/16
505820,NULL
505825,NULL
505829,NULL
505835,NULL
505841,NULL
505844,NULL
505849,NULL
505850,NULL
505852,NULL
505853,NULL
505855,NULL
505859,NULL
505870,NULL
505876,NULL
505881,NULL
505891,NULL
505898,NULL
505900,NULL
505902,4/10/16
505911,4/10/16
505921,NULL
505922,NULL
505945,3/24/16
505950,NULL
505956,NULL
505958,NULL
505961,NULL
505975,4/10/16
505976,NULL
505985,NULL
505986,NULL
505989,NULL
505991,NULL
505992,NULL
505993,NULL
506010,NULL
506015,NULL
506017,NULL
506020,NULL
506022,NULL
506037,NULL
506048,3/8/16
506050,3/7/16
506053,3/7/16
506058,3/7/16
506062,3/7/16
506065,3/7/16
506066,3/7/16
506070,3/7/16
506071,3/9/16
506073,3/15/16
506074,3/7/16
506077,3/7/16
506082,3/7/16
506089,3/7/16
506090,3/7/16
506091,3/7/16
506097,3/7/16
506098,3/7/16
506099,3/7/16
506102,3/7/16
506103,3/7/16
506105,3/7/16
506107,3/9/16
506109,3/7/16
506111,3/7/16
506116,3/7/16
506115,3/7/16
506122,3/7/16
506130,NULL
506131,NULL
506135,3/7/16
506161,3/7/16
506162,3/7/16
506165,3/7/16
506167,3/7/16
506171,3/7/16
506176,3/7/16
506179,3/7/16
506184,3/7/16
506186,3/7/16
506188,3/7/16
506189,3/7/16
506190,3/15/16
506194,3/15/16
506197,3/7/16
506198,3/7/16
506205,3/7/16
506210,3/7/16
506213,3/7/16
506215,3/7/16
506216,3/7/16
506217,NULL
506219,NULL
506234,3/7/16
506243,NULL
506246,3/7/16
506252,NULL
506253,3/7/16
506259,NULL
506269,3/7/16
506285,3/14/16
506292,3/14/16
506293,3/14/16
506300,3/7/16
506303,3/7/16
506307,3/7/16
506310,3/7/16
506313,3/7/16
506316,NULL
506320,NULL
506325,3/7/16
506330,NULL
506338,3/7/16
506342,3/7/16
506344,3/7/16
506351,3/7/16
506353,3/7/16
506359,3/7/16
506381,3/7/16
506388,3/7/16
506392,3/7/16
506394,3/7/16
506398,3/7/16
506411,3/7/16
506436,3/7/16
506445,3/7/16
506447,3/7/16
506450,3/7/16
506457,3/7/16
506459,3/7/16
506465,3/7/16
506471,3/7/16
506474,3/7/16
506475,NULL
506488,NULL
506494,NULL
506501,NULL
506506,3/7/16
506507,3/7/16
506516,3/7/16
506520,3/7/16
506524,3/7/16
506526,3/7/16
506532,3/7/16
506535,3/7/16
506542,3/7/16
506548,3/7/16
506553,3/7/16
506561,3/7/16
506566,3/7/16
506569,3/7/16
506572,3/7/16
506575,3/7/16
506582,3/7/16
506589,3/7/16
506598,3/7/16
506597,3/7/16
506617,3/7/16
506625,3/7/16
506630,3/7/16
506646,3/7/16
506655,3/7/16
506656,3/7/16
506664,3/7/16
506673,3/7/16
506676,3/7/16
506681,3/7/16
506682,3/7/16
506684,3/7/16
506687,3/7/16
506691,3/7/16
506706,NULL
506716,4/7/16
506720,NULL
506722,NULL
506731,NULL
506734,NULL
506738,NULL
506739,NULL
506746,3/20/16
506753,NULL
506750,NULL
506767,NULL
506768,NULL
506777,NULL
506779,NULL
506780,NULL
506783,NULL
506788,NULL
506805,3/8/16
506807,NULL
506808,NULL
506813,NULL
506826,NULL
506828,NULL
506831,NULL
506844,NULL
506847,NULL
506856,NULL
506862,NULL
506869,NULL
506871,4/7/16
506874,3/15/16
506876,3/8/16
506883,3/14/16
506890,NULL
506891,NULL
506901,3/10/16
506909,NULL
506914,NULL
506918,4/8/16
506922,NULL
506923,3/9/16
506924,NULL
506931,3/23/16
506936,NULL
506940,NULL
506946,4/11/16
506952,NULL
506964,NULL
506968,NULL
506969,NULL
506970,NULL
506974,NULL
506981,NULL
506990,NULL
506996,NULL
507006,NULL
507012,NULL
507021,NULL
507025,NULL
507040,NULL
507049,NULL
507056,NULL
507058,NULL
507070,NULL
507081,NULL
507093,NULL
507097,NULL
507101,NULL
507103,NULL
507106,NULL
507111,NULL
507113,3/18/16
507115,4/6/16
507128,NULL
507133,NULL
507139,NULL
507144,NULL
507146,NULL
507114,3/14/16
507151,3/14/16
507152,3/14/16
507158,NULL
507170,NULL
507176,NULL
507177,NULL
507181,NULL
507184,NULL
507190,NULL
507195,NULL
507197,NULL
507205,NULL
507202,NULL
507211,NULL
507212,NULL
507214,NULL
507216,NULL
507217,NULL
507224,NULL
507240,NULL
507251,NULL
507252,NULL
507254,NULL
507264,NULL
507266,NULL
507274,NULL
507285,4/6/16
507310,NULL
507316,NULL
507323,NULL
507324,NULL
507331,NULL
507333,NULL
507339,NULL
507340,NULL
507343,NULL
507346,NULL
507353,3/12/16
507369,3/7/16
507376,NULL
507384,4/7/16
507386,NULL
507388,NULL
507392,NULL
507422,NULL
507427,3/7/16
507432,NULL
507439,NULL
507444,NULL
507449,NULL
507450,NULL
507458,4/8/16
507459,NULL
507460,NULL
507467,NULL
507469,NULL
507474,NULL
507475,NULL
507483,NULL
507482,NULL
507486,NULL
507477,NULL
507497,4/13/16
507502,NULL
507501,4/7/16
507506,NULL
507511,NULL
507517,NULL
507520,NULL
507543,NULL
507552,NULL
507557,NULL
507560,NULL
507563,3/7/16
507565,3/7/16
507572,3/7/16
507575,3/7/16
507577,3/7/16
507579,3/7/16
507586,3/7/16
507593,3/7/16
507601,3/7/16
507607,3/7/16
507612,3/7/16
507619,3/7/16
507621,3/7/16
507669,3/7/16
507673,3/7/16
507679,3/7/16
507682,3/7/16
507695,3/7/16
507721,3/7/16
507730,3/7/16
507727,3/7/16
507733,3/7/16
507737,NULL
507744,NULL
507747,NULL
507753,NULL
507759,NULL
507767,NULL
507773,NULL
507777,NULL
507784,NULL
507785,NULL
507786,NULL
507802,NULL
507804,NULL
507809,NULL
507813,3/27/16
507821,NULL
507825,NULL
507829,NULL
507847,NULL
507848,NULL
507856,NULL
507857,NULL
507858,NULL
507865,NULL
507869,NULL
507879,NULL
507883,NULL
507886,NULL
507888,NULL
507891,NULL
507899,NULL
507903,NULL
507905,NULL
507907,4/8/16
507912,NULL
507916,NULL
507939,NULL
507936,NULL
507956,NULL
507959,NULL
507970,NULL
507972,NULL
507973,NULL
507980,4/4/16
507981,4/13/16
507985,NULL
507988,NULL
507990,NULL
507994,NULL
508007,NULL
508009,NULL
508017,NULL
508023,NULL
508026,NULL
508029,NULL
508034,NULL
508038,NULL
508040,NULL
508041,4/6/16
508043,NULL
508058,NULL
508059,NULL
508062,NULL
508063,NULL
508065,4/6/16
508067,3/28/16
508072,NULL
508074,NULL
508080,NULL
508088,NULL
508097,NULL
508108,3/8/16
508117,NULL
508127,NULL
508131,NULL
508139,NULL
508160,NULL
508168,NULL
508172,NULL
508175,NULL
508178,NULL
508179,NULL
508183,NULL
508186,3/20/16
508190,NULL
508194,NULL
508184,NULL
508204,NULL
508207,NULL
508214,NULL
508219,NULL
508222,NULL
508244,NULL
508254,3/16/16
508253,NULL
508258,NULL
508276,NULL
508285,NULL
508295,3/24/16
508299,NULL
508307,NULL
508325,4/12/16
508329,NULL
508332,NULL
508338,NULL
508342,3/9/16
508343,4/8/16
508344,NULL
508347,NULL
508358,NULL
508359,NULL
508360,NULL
508367,NULL
508368,NULL
508382,NULL
508383,NULL
508384,NULL
508385,NULL
508387,NULL
508389,3/7/16
508396,3/7/16
508399,3/7/16
508404,3/7/16
508413,3/7/16
508416,3/7/16
508426,3/7/16
508430,3/7/16
508432,3/7/16
508435,3/7/16
508442,3/7/16
508449,3/7/16
508455,3/7/16
508456,3/7/16
508458,3/7/16
508457,3/9/16
508460,NULL
508461,NULL
508462,NULL
508465,NULL
508468,NULL
508477,3/21/16
508482,3/7/16
508485,3/7/16
508486,3/7/16
508487,3/14/16
508490,3/7/16
508491,3/7/16
508492,3/7/16
508495,3/7/16
508512,3/7/16
508519,NULL
508524,NULL
508527,NULL
508528,NULL
508534,NULL
508538,NULL
508544,NULL
508549,NULL
508552,3/7/16
508557,NULL
508564,NULL
508572,NULL
508587,NULL
508592,NULL
508603,NULL
508611,4/8/16
508618,NULL
508622,NULL
508628,NULL
508636,3/26/16
508648,NULL
508659,NULL
508667,4/7/16
508673,NULL
508681,NULL
508683,NULL
508688,NULL
508690,NULL
508692,NULL
508694,NULL
508695,NULL
508698,NULL
508707,NULL
508712,NULL
508715,NULL
508730,4/3/16
508731,3/14/16
508739,NULL
508747,NULL
508753,NULL
508758,NULL
508757,4/5/16
508769,NULL
508773,NULL
508776,4/10/16
508782,NULL
508785,NULL
508787,NULL
508788,NULL
508789,NULL
508794,NULL
508796,3/11/16
508798,NULL
508799,NULL
508801,3/13/16
508811,NULL
508815,NULL
508825,NULL
508829,NULL
508834,4/7/16
508839,NULL
508847,NULL
508850,NULL
508853,NULL
508866,NULL
508876,NULL
508879,NULL
508886,3/25/16
508892,NULL
508900,NULL
508899,3/7/16
508902,3/7/16
508904,3/7/16
508907,3/7/16
508911,3/7/16
508913,3/7/16
508917,3/7/16
508944,3/7/16
508948,3/7/16
508950,3/7/16
508951,3/7/16
508952,3/7/16
508954,3/7/16
508960,3/12/16
508969,3/7/16
508971,3/7/16
508977,3/12/16
508982,3/7/16
508989,3/7/16
508990,3/7/16
508996,3/15/16
508997,3/7/16
509024,3/7/16
509030,3/7/16
509034,3/7/16
509043,3/9/16
509052,3/7/16
509064,3/7/16
509066,NULL
509071,NULL
509072,3/7/16
509080,NULL
509083,3/7/16
509089,3/7/16
509091,3/7/16
509093,NULL
509104,3/7/16
509114,3/7/16
509119,NULL
509124,3/7/16
509132,3/7/16
509134,NULL
509137,4/2/16
509140,3/7/16
509149,3/7/16
509157,3/7/16
509160,3/7/16
509165,NULL
509172,NULL
509173,3/7/16
509177,3/7/16
509178,3/7/16
509182,3/7/16
509191,3/7/16
509192,3/13/16
509205,3/16/16
509206,3/7/16
509215,3/12/16
509216,3/9/16
509223,3/7/16
509224,3/13/16
509228,3/7/16
509233,3/7/16
509236,3/7/16
509238,3/7/16
509257,3/7/16
509258,3/7/16
509266,3/7/16
509278,3/7/16
509286,3/7/16
509289,3/7/16
509295,3/7/16
509308,3/7/16
509311,3/7/16
509317,3/7/16
509324,3/7/16
509327,3/7/16
509329,3/7/16
509333,3/7/16
509341,3/7/16
509355,3/7/16
509358,3/15/16
509360,3/7/16
509365,3/10/16
509364,3/7/16
509368,3/7/16
509373,3/7/16
509384,3/10/16
509387,3/10/16
509389,3/7/16
509390,3/7/16
509393,3/7/16
509408,3/7/16
509418,3/7/16
509423,3/7/16
509426,3/16/16
509435,3/7/16
509445,3/7/16
509468,NULL
509472,NULL
509479,NULL
509480,NULL
509486,3/13/16
509497,NULL
509505,NULL
509503,NULL
509507,4/7/16
509513,NULL
509515,3/23/16
509520,3/16/16
509532,NULL
509544,NULL
509555,NULL
509558,NULL
509563,NULL
509567,NULL
509569,NULL
509580,NULL
509579,NULL
509590,NULL
509592,NULL
509600,NULL
509604,NULL
509621,NULL
509622,NULL
509639,4/6/16
509640,3/8/16
509645,NULL
509650,NULL
509652,NULL
509662,NULL
509666,NULL
509669,NULL
509674,NULL
509677,NULL
509684,NULL
509685,NULL
509687,3/15/16
509703,NULL
509709,NULL
509718,NULL
509721,NULL
509724,NULL
509742,4/17/16
509754,4/13/16
509756,NULL
509761,NULL
509765,NULL
509772,NULL
509791,NULL
509796,NULL
509802,NULL
509804,NULL
509817,NULL
509820,NULL
509824,NULL
509829,NULL
509873,NULL
509878,NULL
509887,NULL
509889,NULL
509894,NULL
509896,4/7/16
509901,NULL
509903,NULL
509906,NULL
509921,NULL
509927,NULL
509928,NULL
509943,NULL
509946,NULL
509949,4/6/16
509966,4/11/16
509978,4/11/16
509992,NULL
510004,NULL
510020,NULL
510026,NULL
510029,NULL
510067,NULL
510069,NULL
510072,NULL
510082,NULL
510084,NULL
510085,NULL
510092,NULL
510115,NULL
510130,NULL
510132,NULL
510141,NULL
510154,NULL
510167,NULL
510188,NULL
510197,4/12/16
510199,NULL
510200,NULL
510203,NULL
510204,NULL
510215,NULL
510228,NULL
510232,NULL
510238,NULL
510256,NULL
510274,NULL
510276,NULL
510297,NULL
510300,NULL
510299,NULL
510311,NULL
510329,NULL
510331,NULL
510332,NULL
510334,NULL
510336,NULL
510344,NULL
510345,NULL
510350,NULL
510363,NULL
510366,NULL
510369,NULL
510374,NULL
510383,NULL
510395,NULL
510402,NULL
510424,NULL
510425,NULL
510427,NULL
510428,NULL
510432,NULL
510439,NULL
510444,NULL
510454,NULL
510467,NULL
510473,3/16/16
510474,NULL
510478,NULL
510487,NULL
510496,NULL
510511,NULL
510518,NULL
510520,NULL
510523,NULL
510528,NULL
510530,3/17/16
510532,NULL
510537,NULL
510543,4/7/16
510548,NULL
510553,NULL
510571,3/8/16
510574,NULL
510575,NULL
510585,NULL
510590,NULL
510593,4/7/16
510599,NULL
510605,NULL
510607,NULL
510616,NULL
510619,NULL
510622,NULL
510627,NULL
510629,NULL
510635,NULL
510644,NULL
510655,NULL
510658,NULL
510659,NULL
510664,NULL
510690,NULL
510692,NULL
510695,4/13/16
510709,NULL
510716,NULL
510721,NULL
510726,NULL
510727,3/10/16
510732,NULL
510736,NULL
510746,4/11/16
510747,NULL
510748,NULL
510759,NULL
510758,NULL
510764,4/4/16
510770,NULL
510771,NULL
510775,NULL
510779,3/14/16
510783,NULL
510786,NULL
510787,NULL
510789,NULL
510793,NULL
510796,NULL
510799,NULL
510805,NULL
510827,NULL
510840,4/7/16
510845,NULL
510850,NULL
510859,NULL
510880,NULL
510886,NULL
510888,NULL
510890,4/17/16
510901,NULL
510912,NULL
510913,NULL
510918,NULL
510931,NULL
510956,NULL
510957,4/7/16
510975,NULL
510976,NULL
510979,3/17/16
510999,3/8/16
511003,NULL
511005,NULL
511008,NULL
511018,NULL
511031,NULL
511034,4/7/16
511039,NULL
511046,NULL
511063,NULL
511072,NULL
511077,NULL
511080,NULL
511081,NULL
511084,4/12/16
511093,4/7/16
511109,NULL
511115,NULL
511122,NULL
511129,NULL
511136,NULL
511139,3/17/16
511154,NULL
511155,NULL
511164,NULL
511178,NULL
511183,NULL
511210,NULL
511211,NULL
511214,4/11/16
511216,NULL
511218,NULL
511219,NULL
511223,NULL
511232,NULL
511233,NULL
511236,NULL
511246,NULL
511247,NULL
511251,NULL
511256,NULL
511259,NULL
511270,NULL
511281,NULL
511282,NULL
511283,NULL
511286,NULL
511294,NULL
511295,NULL
511296,NULL
511305,NULL
511312,NULL
511317,NULL
511320,NULL
511321,NULL
511330,NULL
511331,NULL
511335,NULL
511339,NULL
511342,NULL
511351,NULL
511354,NULL
511358,NULL
511368,NULL
511376,3/14/16
511379,NULL
511389,NULL
511392,NULL
511398,NULL
511400,3/30/16
511405,4/7/16
511415,NULL
511416,NULL
511422,NULL
511423,NULL
511443,NULL
511448,3/8/16
511456,NULL
511468,NULL
511470,NULL
511471,3/9/16
511472,3/10/16
511479,NULL
511486,NULL
511487,NULL
511488,3/23/16
511489,NULL
511493,4/4/16
511497,NULL
511499,NULL
511502,NULL
511508,NULL
511521,NULL
511530,3/27/16
511536,NULL
511546,NULL
511559,NULL
511557,NULL
511565,NULL
511568,NULL
511575,NULL
511574,NULL
511586,NULL
511592,NULL
511596,NULL
511599,NULL
511603,3/17/16
511614,NULL
511616,NULL
511617,NULL
511623,NULL
511628,NULL
511629,NULL
511635,NULL
511640,NULL
511643,NULL
511653,3/21/16
511655,NULL
511670,NULL
511674,3/15/16
511680,NULL
511683,NULL
511691,NULL
511696,NULL
511709,NULL
511715,NULL
511717,NULL
511724,NULL
511729,NULL
511741,NULL
511756,3/10/16
511761,NULL
511762,NULL
511766,NULL
511768,NULL
511771,NULL
511773,NULL
511778,NULL
511782,NULL
511789,NULL
511795,NULL
511800,NULL
511805,NULL
511809,NULL
511813,3/16/16
511815,NULL
511828,NULL
511830,NULL
511849,NULL
511853,NULL
511858,NULL
511864,NULL
511870,4/4/16
511872,4/11/16
511873,NULL
511876,3/22/16
511877,3/22/16
511878,NULL
511884,NULL
511887,NULL
511895,NULL
511898,NULL
511902,NULL
511903,NULL
511913,NULL
511923,NULL
511925,NULL
511927,NULL
511931,NULL
511943,4/13/16
511956,NULL
511963,NULL
511968,3/29/16
511971,NULL
511972,NULL
511985,NULL
511991,NULL
512000,NULL
512009,3/9/16
512014,NULL
512019,NULL
512023,NULL
512031,3/16/16
512047,NULL
512048,NULL
512051,NULL
512058,NULL
512060,NULL
512064,NULL
512072,NULL
512073,NULL
512077,NULL
512083,NULL
512084,NULL
512092,NULL
512094,3/27/16
512109,3/16/16
512110,NULL
512112,4/7/16
512116,NULL
512119,NULL
512127,3/10/16
512128,NULL
512130,NULL
512125,NULL
512134,NULL
512148,NULL
512154,NULL
512156,NULL
512158,NULL
512162,NULL
512166,NULL
512164,4/9/16
512172,NULL
512175,NULL
512177,4/10/16
512179,4/10/16
512185,NULL
512193,NULL
512197,NULL
512198,NULL
512207,NULL
512210,NULL
512223,NULL
512225,NULL
512226,3/17/16
512227,NULL
512231,NULL
512238,NULL
512240,NULL
512251,NULL
512255,NULL
512262,NULL
512275,NULL
512278,NULL
512287,NULL
512298,NULL
512309,NULL
512315,NULL
512316,NULL
512329,NULL
512331,4/8/16
512343,NULL
512344,NULL
512348,NULL
512351,NULL
512361,3/8/16
512365,NULL
512377,NULL
512385,NULL
512390,NULL
512403,NULL
512410,NULL
512411,4/14/16
512420,4/8/16
512423,NULL
512425,NULL
512431,NULL
512434,NULL
512448,NULL
512456,NULL
512460,NULL
512462,4/8/16
512465,NULL
512467,NULL
512470,NULL
512476,NULL
512483,NULL
512507,NULL
512524,NULL
512531,NULL
512546,NULL
512558,NULL
512564,NULL
512566,NULL
512576,NULL
512577,NULL
512586,NULL
512607,NULL
512612,NULL
512615,NULL
512622,NULL
512635,NULL
512641,3/17/16
512644,NULL
512660,NULL
512668,3/8/16
512689,3/8/16
512702,3/8/16
512708,3/8/16
512714,3/9/16
512723,NULL
512727,NULL
512729,NULL
512732,3/13/16
512741,NULL
512743,3/8/16
512746,NULL
512750,3/8/16
512751,NULL
512752,NULL
512755,4/18/16
512759,NULL
512761,3/14/16
512765,3/12/16
512769,3/10/16
512770,3/8/16
512771,3/8/16
512773,3/8/16
512775,3/8/16
512779,NULL
512782,NULL
512788,NULL
512791,NULL
512792,NULL
512802,NULL
512804,NULL
512805,NULL
512808,3/8/16
512812,NULL
512821,NULL
512837,NULL
512843,3/31/16
512848,NULL
512853,NULL
512866,NULL
512871,4/14/16
512873,NULL
512876,NULL
512877,NULL
512886,NULL
512888,3/9/16
512889,3/9/16
512896,3/9/16
512898,NULL
512906,3/19/16
512917,NULL
512918,NULL
512921,NULL
512924,NULL
512938,4/13/16
512946,3/8/16
512949,NULL
512951,4/2/16
512962,4/2/16
512964,3/31/16
512969,NULL
512977,4/8/16
512978,NULL
512984,NULL
512985,NULL
512987,NULL
512990,NULL
513008,NULL
513012,NULL
513016,NULL
513017,4/15/16
513022,NULL
513027,NULL
513033,4/11/16
513037,NULL
513043,NULL
513046,NULL
513047,4/13/16
513050,NULL
513055,NULL
513060,3/10/16
513061,3/13/16
513064,NULL
513067,NULL
513072,NULL
513077,NULL
513079,NULL
513083,NULL
513085,NULL
513087,NULL
513092,NULL
513093,NULL
513097,NULL
513099,NULL
513108,NULL
513109,NULL
513114,NULL
513113,NULL
513125,3/21/16
513133,3/30/16
513138,NULL
513144,NULL
513147,NULL
513153,NULL
513155,NULL
513160,NULL
513167,NULL
513171,NULL
513180,NULL
513183,NULL
513187,NULL
513192,4/8/16
513195,NULL
513202,NULL
513205,NULL
513207,NULL
513210,4/5/16
513218,NULL
513219,3/23/16
513231,NULL
513234,NULL
513230,NULL
513240,NULL
513244,NULL
513250,NULL
513273,NULL
513280,NULL
513287,NULL
513290,NULL
513293,NULL
513299,NULL
513300,NULL
513303,NULL
513305,NULL
513312,NULL
513314,NULL
513322,NULL
513336,NULL
513338,4/4/16
513341,4/4/16
513347,NULL
513353,NULL
513356,NULL
513359,NULL
513377,NULL
513381,NULL
513384,NULL
513385,NULL
513397,3/11/16
513415,NULL
513420,NULL
513424,NULL
513431,NULL
513436,NULL
513439,NULL
513441,NULL
513443,NULL
513445,NULL
513458,NULL
513469,NULL
513481,NULL
513485,NULL
513493,NULL
513504,4/14/16
513508,NULL
513515,NULL
513520,NULL
513521,NULL
513525,NULL
513537,NULL
513543,4/8/16
513548,3/16/16
513561,NULL
513587,NULL
513593,NULL
513599,NULL
513601,3/28/16
513603,NULL
513604,NULL
513608,3/26/16
513609,3/26/16
513611,3/26/16
513612,NULL
513615,NULL
513636,NULL
513641,NULL
513650,NULL
513653,NULL
513660,NULL
513661,NULL
513662,4/11/16
513665,NULL
513676,3/21/16
513684,3/10/16
513685,NULL
513699,NULL
513705,NULL
513728,NULL
513729,NULL
513735,4/13/16
513739,4/16/16
513742,NULL
513744,NULL
513746,NULL
513748,NULL
513754,NULL
513760,NULL
513768,NULL
513771,NULL
513776,NULL
513780,NULL
513791,NULL
513798,NULL
513800,NULL
513803,NULL
513809,NULL
513815,NULL
513819,NULL
513821,NULL
513823,NULL
513828,NULL
513832,NULL
513835,NULL
513841,NULL
513842,NULL
513857,4/1/16
513858,NULL
513861,NULL
513862,NULL
513865,NULL
513870,NULL
513871,NULL
513884,NULL
513886,3/21/16
513892,NULL
513897,NULL
513902,NULL
513908,NULL
513918,NULL
513923,NULL
513927,NULL
513929,3/15/16
513931,NULL
513934,NULL
513936,NULL
513950,NULL
513955,NULL
513961,3/11/16
513962,NULL
513965,NULL
513966,NULL
513969,NULL
513972,4/7/16
513977,NULL
513978,NULL
513984,NULL
513988,NULL
513993,NULL
513997,NULL
513999,NULL
514004,NULL
514011,NULL
514012,NULL
514014,NULL
514023,NULL
514030,NULL
514034,NULL
514037,NULL
514040,NULL
514041,NULL
514051,NULL
514057,NULL
514070,NULL
514075,4/15/16
514076,NULL
514081,NULL
514085,NULL
514088,NULL
514100,NULL
514105,NULL
514111,3/20/16
514114,NULL
514116,NULL
514121,NULL
514122,NULL
514126,NULL
514141,NULL
514144,NULL
514153,NULL
514154,NULL
514162,NULL
514174,NULL
514176,NULL
514177,NULL
514181,NULL
514186,4/15/16
514201,4/8/16
514202,NULL
514203,NULL
514204,3/16/16
514216,NULL
514220,3/24/16
514233,NULL
514242,NULL
514245,NULL
514246,NULL
514251,NULL
514254,NULL
514259,NULL
514260,NULL
514262,4/8/16
514267,3/13/16
514269,NULL
514274,NULL
514276,NULL
514297,NULL
514301,NULL
514305,NULL
514306,NULL
514314,NULL
514318,NULL
514319,NULL
514325,NULL
514326,3/10/16
514333,NULL
514331,NULL
514337,NULL
514340,NULL
514342,NULL
514353,NULL
514355,NULL
514361,NULL
514363,NULL
514364,NULL
514371,NULL
514372,NULL
514374,NULL
514379,4/13/16
514381,NULL
514384,NULL
514396,4/6/16
514400,NULL
514401,NULL
514407,NULL
514424,NULL
514427,NULL
514430,NULL
514433,4/8/16
514437,NULL
514438,NULL
514442,NULL
514441,4/6/16
514444,NULL
514448,NULL
514450,NULL
514452,NULL
514457,NULL
514466,NULL
514492,NULL
514493,NULL
514497,NULL
514498,NULL
514500,NULL
514501,NULL
514505,4/5/16
514507,NULL
514513,NULL
514520,NULL
514521,NULL
514526,3/29/16
514528,NULL
514542,NULL
514544,NULL
514545,NULL
514548,NULL
514553,NULL
514559,NULL
514563,NULL
514583,NULL
514584,NULL
514587,NULL
514590,NULL
514591,NULL
514593,3/18/16
514597,NULL
514599,NULL
514600,NULL
514595,NULL
514605,NULL
514618,NULL
514623,NULL
