Subs,cancellation_date
535484,NULL
535557,4/13/16
535591,3/22/16
535615,NULL
535634,NULL
535636,NULL
535638,NULL
535668,3/19/16
535759,3/25/16
535787,3/22/16
535845,3/18/16
535855,3/24/16
535908,3/18/16
535937,3/23/16
535991,3/21/16
535993,3/20/16
536041,3/23/16
536093,3/25/16
536097,3/19/16
536103,3/22/16
536149,3/19/16
536185,3/25/16
536186,3/20/16
536251,3/19/16
536256,3/25/16
536292,3/24/16
536327,3/25/16
536438,3/23/16
536484,3/25/16
536485,3/17/16
536490,3/22/16
536498,3/19/16
536524,3/22/16
536526,3/24/16
536551,3/18/16
536582,3/19/16
536686,3/21/16
536762,3/23/16
536787,NULL
536824,3/17/16
537045,NULL
537074,NULL
537172,NULL
537233,3/23/16
537318,4/2/16
537340,3/18/16
537374,3/17/16
537410,NULL
537417,NULL
537424,NULL
537426,NULL
537431,NULL
537440,NULL
537458,NULL
537464,NULL
537494,NULL
537543,NULL
537635,NULL
537665,NULL
537676,NULL
537698,NULL
537753,NULL
537773,NULL
537891,NULL
537938,NULL
537943,NULL
537950,NULL
538003,NULL
538024,NULL
538050,3/17/16
538155,NULL
538174,NULL
538183,NULL
538205,NULL
538216,NULL
538225,NULL
538245,NULL
538265,NULL
538273,NULL
538287,NULL
538290,NULL
538300,NULL
538331,NULL
538343,3/29/16
538406,NULL
538433,NULL
538486,NULL
538492,NULL
538557,NULL
538626,NULL
538644,NULL
538646,4/4/16
538683,NULL
538689,NULL
538801,NULL
538845,NULL
538848,3/26/16
538854,NULL
538906,NULL
538909,NULL
538920,4/3/16
538925,NULL
538928,NULL
538929,NULL
538957,NULL
538967,NULL
538996,4/13/16
539073,4/5/16
539074,NULL
539075,3/18/16
539096,NULL
539101,NULL
539108,NULL
539114,NULL
539144,NULL
539154,NULL
539177,NULL
539208,NULL
539213,NULL
539216,NULL
539315,NULL
539324,NULL
539329,NULL
539340,NULL
539355,3/25/16
539396,NULL
539397,NULL
539400,NULL
539423,NULL
539451,NULL
539486,NULL
539501,NULL
539566,NULL
539567,4/4/16
539585,NULL
539586,NULL
539617,NULL
539725,NULL
539718,NULL
539738,3/26/16
539755,NULL
539813,NULL
539857,NULL
539885,3/22/16
539887,NULL
539943,3/23/16
539965,NULL
539993,NULL
540024,3/24/16
540130,3/19/16
540134,3/19/16
540135,3/23/16
540197,3/22/16
540206,3/25/16
540225,3/25/16
540261,3/18/16
540266,3/19/16
540321,3/18/16
540374,3/25/16
540377,3/21/16
540412,3/22/16
540432,3/19/16
540566,3/21/16
540606,3/27/16
540640,3/27/16
540684,3/22/16
540717,3/19/16
540750,3/25/16
540756,3/25/16
540761,3/20/16
540764,3/25/16
540782,3/20/16
540786,3/24/16
540816,3/20/16
540821,3/20/16
540825,NULL
540841,NULL
540866,3/26/16
540928,3/19/16
540938,3/21/16
540982,3/27/16
540988,3/26/16
541038,3/22/16
541068,3/18/16
541102,3/18/16
541141,3/18/16
541144,3/26/16
541159,3/19/16
541273,3/22/16
541296,3/24/16
541328,3/23/16
541359,3/24/16
541425,3/26/16
541446,3/27/16
541449,3/28/16
541505,3/28/16
541566,3/25/16
541577,3/25/16
541621,3/25/16
541681,3/21/16
541780,3/20/16
541794,3/20/16
541801,3/20/16
541972,3/24/16
541975,3/21/16
541995,3/27/16
542106,NULL
542152,NULL
542194,4/6/16
542195,NULL
542243,NULL
542265,NULL
542311,4/13/16
542324,NULL
542395,NULL
542440,NULL
542451,NULL
542480,NULL
542554,NULL
542563,NULL
542564,NULL
542569,NULL
542597,NULL
542633,NULL
542647,NULL
542649,NULL
542703,NULL
542707,NULL
542727,NULL
542737,NULL
542747,NULL
542764,NULL
542844,NULL
542917,NULL
542922,NULL
542932,NULL
542973,NULL
542988,NULL
542992,NULL
542999,3/28/16
543027,NULL
543039,NULL
543053,NULL
543060,NULL
543075,NULL
543095,4/2/16
543096,4/18/16
543273,NULL
543309,NULL
543336,NULL
543341,NULL
543356,NULL
543370,NULL
543417,NULL
543466,NULL
543469,NULL
543504,NULL
543574,NULL
543603,NULL
543607,NULL
543623,NULL
543708,NULL
543725,NULL
543728,NULL
543781,NULL
543786,4/9/16
543818,NULL
543823,NULL
543827,NULL
543861,NULL
543875,NULL
543890,NULL
543896,3/23/16
543926,NULL
543944,NULL
543952,NULL
543962,NULL
543980,NULL
544021,NULL
544076,3/24/16
544139,3/23/16
544144,3/29/16
544165,NULL
544171,NULL
544197,NULL
544213,NULL
544236,3/21/16
544350,NULL
544388,NULL
544468,NULL
544518,NULL
544565,NULL
544616,NULL
544638,3/29/16
544689,NULL
544779,NULL
544785,NULL
544795,NULL
544900,NULL
544932,NULL
544940,NULL
545039,NULL
545018,NULL
545091,NULL
545112,NULL
545130,NULL
545177,NULL
545240,NULL
545241,NULL
545244,3/29/16
545269,3/29/16
545279,3/29/16
545319,NULL
545367,NULL
545399,NULL
545429,NULL
545515,NULL
545591,NULL
545636,3/29/16
545643,NULL
545645,NULL
545652,NULL
545655,NULL
545658,NULL
545691,NULL
545703,NULL
545704,NULL
545711,NULL
545725,NULL
545735,NULL
545786,NULL
545820,NULL
545862,NULL
545863,NULL
545886,NULL
545891,NULL
545897,NULL
545942,NULL
545957,3/22/16
545966,NULL
546020,NULL
546045,NULL
546069,NULL
546120,NULL
546135,NULL
546229,NULL
546253,NULL
546320,NULL
546321,NULL
546328,NULL
546404,NULL
546411,NULL
546426,NULL
546430,NULL
546510,NULL
546540,NULL
546551,NULL
546587,3/24/16
546588,NULL
546591,NULL
546630,NULL
546631,4/2/16
546658,NULL
546696,NULL
546697,NULL
546726,NULL
546748,NULL
546750,NULL
546761,NULL
546783,NULL
546801,NULL
546810,NULL
546819,3/28/16
546842,NULL
546853,4/17/16
546871,4/12/16
546900,4/3/16
546971,NULL
547084,NULL
547087,NULL
547101,NULL
547110,NULL
547134,NULL
547199,4/13/16
547223,NULL
547310,NULL
547316,NULL
547350,NULL
547384,NULL
547485,NULL
547497,NULL
547531,NULL
547559,NULL
547571,NULL
547602,NULL
547622,NULL
547633,NULL
547660,4/15/16
547767,NULL
547797,NULL
547810,NULL
547814,NULL
547821,NULL
547824,NULL
547948,NULL
548001,3/29/16
548054,NULL
548103,3/21/16
548120,NULL
548127,NULL
548214,NULL
548221,NULL
548224,3/26/16
548226,NULL
548228,NULL
548265,NULL
548283,NULL
548296,NULL
548300,3/25/16
548305,NULL
548333,NULL
548335,NULL
548387,NULL
548413,NULL
548457,NULL
548521,3/23/16
548546,3/23/16
548554,NULL
548591,NULL
548598,NULL
548609,NULL
548621,NULL
548634,NULL
548664,NULL
548700,NULL
548728,NULL
548786,4/3/16
548812,4/3/16
548860,NULL
548877,NULL
548957,NULL
548970,NULL
549007,3/31/16
549051,NULL
549129,NULL
549137,NULL
549168,NULL
549225,NULL
549233,NULL
549262,NULL
549305,NULL
549309,NULL
549343,NULL
549372,NULL
549374,NULL
549379,NULL
549386,3/21/16
549399,NULL
549403,NULL
549450,NULL
549502,NULL
549542,NULL
549565,3/23/16
549592,NULL
549616,NULL
549628,NULL
549649,NULL
549699,NULL
549703,NULL
549712,NULL
549747,NULL
549805,4/14/16
549847,NULL
549935,3/30/16
549941,NULL
549946,NULL
549968,3/28/16
549986,NULL
550047,NULL
550057,NULL
550106,NULL
550143,NULL
550199,NULL
550360,NULL
550361,NULL
550364,NULL
550380,NULL
550405,NULL
550410,NULL
550417,NULL
550445,NULL
550476,NULL
550477,NULL
550497,NULL
550625,NULL
550760,3/28/16
550794,4/11/16
550806,NULL
550942,NULL
550974,NULL
550997,NULL
551057,NULL
551071,NULL
551091,NULL
551107,NULL
551114,4/13/16
551120,NULL
551142,NULL
551223,NULL
551261,NULL
551262,3/30/16
551275,3/27/16
551326,NULL
551448,NULL
551450,NULL
551456,4/11/16
551470,NULL
551510,3/29/16
551526,3/24/16
551618,3/24/16
551645,3/30/16
551711,3/29/16
551740,3/30/16
551778,3/24/16
551807,3/29/16
551854,3/23/16
551934,3/22/16
551944,3/27/16
552003,3/23/16
552048,3/23/16
552188,3/27/16
552284,3/28/16
552356,3/23/16
552391,3/31/16
552398,3/22/16
552453,3/30/16
552460,3/22/16
552469,3/24/16
552509,3/27/16
552524,3/24/16
552541,3/28/16
552579,3/22/16
552654,3/27/16
552658,3/29/16
552682,NULL
552714,NULL
552723,NULL
552733,3/30/16
552748,NULL
552753,3/30/16
552754,NULL
552812,3/23/16
552837,NULL
552890,3/25/16
552897,3/28/16
552907,3/27/16
552917,3/31/16
552946,3/24/16
553043,NULL
553060,NULL
553121,NULL
553150,NULL
553151,NULL
553285,4/1/16
553311,NULL
553312,NULL
553504,NULL
553524,4/14/16
553530,NULL
553551,NULL
553569,NULL
553583,NULL
553711,NULL
553763,NULL
553797,NULL
553856,NULL
553911,NULL
553923,NULL
553983,NULL
554012,NULL
554038,NULL
554051,4/11/16
554162,NULL
554181,NULL
554220,NULL
554248,NULL
554252,NULL
554330,NULL
554339,NULL
554350,4/14/16
554356,NULL
554365,4/3/16
554392,NULL
554403,3/26/16
554406,NULL
554446,3/27/16
554447,NULL
554511,4/19/16
554548,NULL
554559,NULL
554667,3/29/16
554670,NULL
554680,NULL
554701,NULL
554715,NULL
554746,NULL
554777,NULL
554784,NULL
554824,NULL
554859,NULL
554916,NULL
554957,NULL
554970,NULL
555000,NULL
555008,NULL
555067,NULL
555082,NULL
555091,NULL
555104,NULL
555191,NULL
555263,NULL
555280,NULL
555295,3/29/16
555309,NULL
555310,NULL
555330,NULL
555378,NULL
555385,NULL
555427,NULL
555459,NULL
555463,NULL
555557,3/25/16
555560,3/31/16
555599,3/28/16
555608,NULL
555633,NULL
555666,NULL
555677,3/24/16
555718,3/29/16
555836,NULL
555892,4/9/16
555941,NULL
555959,NULL
556010,NULL
556020,3/24/16
556075,NULL
556121,NULL
556129,NULL
556165,NULL
556253,NULL
556284,NULL
556295,NULL
556299,NULL
556315,NULL
556359,NULL
556379,NULL
556469,NULL
556530,NULL
556542,NULL
556545,3/25/16
556579,3/27/16
556617,4/6/16
556647,NULL
556649,NULL
556679,3/24/16
556747,4/3/16
556843,NULL
556854,NULL
556871,NULL
556874,NULL
556913,NULL
556929,NULL
556936,NULL
556958,NULL
557043,NULL
557062,NULL
557088,NULL
557090,NULL
557100,NULL
557117,NULL
557129,NULL
557134,NULL
557207,NULL
557213,NULL
557276,NULL
557295,NULL
557315,NULL
557349,NULL
557370,NULL
557455,3/28/16
557461,NULL
557476,NULL
557486,NULL
557491,NULL
557506,NULL
557513,NULL
557526,NULL
557554,NULL
557639,NULL
557693,NULL
557703,NULL
557726,NULL
557769,NULL
557771,NULL
557777,NULL
557793,NULL
557838,NULL
557862,NULL
557878,NULL
557889,NULL
557890,NULL
557899,NULL
557913,NULL
557961,NULL
558099,NULL
558112,NULL
558113,NULL
558140,NULL
558144,NULL
558150,NULL
558175,NULL
558190,NULL
558196,NULL
558224,NULL
558245,NULL
558281,4/6/16
558286,NULL
558360,NULL
558409,NULL
558411,NULL
558476,NULL
558499,NULL
558500,NULL
558550,NULL
558561,NULL
558618,NULL
558620,NULL
558658,NULL
558684,NULL
558703,NULL
558714,NULL
558768,NULL
558793,NULL
558831,3/31/16
558834,NULL
558843,NULL
558922,4/11/16
558928,NULL
558948,4/3/16
559006,NULL
559036,NULL
559082,NULL
559110,4/9/16
559131,NULL
559144,NULL
559149,NULL
559243,4/7/16
559250,NULL
559269,NULL
559276,NULL
559281,NULL
559364,4/3/16
559370,NULL
559391,3/26/16
559407,NULL
559413,NULL
559417,NULL
559442,NULL
559444,NULL
559448,3/25/16
559459,3/25/16
559462,3/27/16
559478,3/27/16
559491,3/29/16
559523,3/30/16
559590,3/30/16
559665,3/30/16
559715,3/28/16
559723,NULL
559761,NULL
559789,NULL
559804,NULL
559815,NULL
559826,NULL
559851,NULL
559917,NULL
559939,NULL
559944,NULL
559968,NULL
559969,NULL
560023,NULL
560048,NULL
560064,NULL
560079,NULL
560131,NULL
560149,NULL
560165,NULL
560173,NULL
560196,NULL
560260,NULL
560261,NULL
560276,NULL
560312,NULL
560368,3/29/16
560375,NULL
560428,4/3/16
560450,NULL
560461,NULL
560471,NULL
560484,NULL
560533,NULL
560534,NULL
560535,NULL
560544,4/4/16
560550,NULL
560613,NULL
560657,NULL
560664,NULL
560706,NULL
560759,4/3/16
560761,NULL
560825,NULL
560827,3/29/16
560894,NULL
560922,NULL
560936,3/30/16
560954,NULL
560964,NULL
560968,NULL
561019,NULL
561045,NULL
561069,NULL
561073,4/8/16
561086,4/4/16
561131,NULL
561142,NULL
561168,NULL
561272,NULL
561295,3/31/16
561312,4/1/16
561325,4/4/16
561435,NULL
561486,NULL
561574,4/6/16
561582,NULL
561595,NULL
561635,NULL
561645,NULL
561655,NULL
561729,NULL
561854,NULL
561856,NULL
561859,NULL
561880,NULL
561916,NULL
561940,NULL
561968,NULL
561985,NULL
562020,3/31/16
562035,NULL
562081,NULL
562115,NULL
562143,NULL
562145,NULL
562150,NULL
562182,NULL
562210,NULL
562293,NULL
562321,NULL
562361,NULL
562385,NULL
562389,NULL
562435,NULL
562452,NULL
562482,NULL
562508,NULL
562516,NULL
562521,NULL
562520,NULL
562569,NULL
562633,3/31/16
562654,NULL
562669,NULL
562765,NULL
562829,NULL
562840,NULL
562925,NULL
562953,4/10/16
562960,NULL
562985,NULL
563100,NULL
563137,4/10/16
563166,NULL
563289,NULL
563293,NULL
563318,NULL
563457,NULL
563529,NULL
563549,NULL
563572,NULL
563612,NULL
563616,NULL
563617,4/1/16
563628,NULL
563638,NULL
563666,NULL
563730,NULL
563754,NULL
563771,NULL
563829,NULL
563841,NULL
563933,NULL
563972,NULL
563983,NULL
564012,NULL
564028,NULL
564030,NULL
564058,NULL
564080,NULL
564150,NULL
564299,NULL
564322,3/31/16
564360,NULL
564389,NULL
564406,NULL
564445,NULL
564483,NULL
564494,NULL
564589,NULL
564616,NULL
564645,NULL
564646,3/27/16
564694,3/29/16
564715,4/4/16
564755,NULL
564816,NULL
564822,NULL
564848,NULL
564927,NULL
565045,NULL
565107,NULL
565115,NULL
565197,NULL
565202,NULL
565207,NULL
565243,NULL
565250,NULL
565254,NULL
565291,NULL
565295,3/30/16
565326,3/27/16
565360,4/1/16
565385,NULL
565455,NULL
565456,NULL
565532,NULL
565556,NULL
565673,NULL
565724,NULL
565759,NULL
565843,NULL
565870,NULL
565892,NULL
565905,NULL
565933,NULL
565958,NULL
565973,NULL
565987,NULL
565989,4/3/16
565997,NULL
566021,NULL
566029,NULL
566030,NULL
566058,NULL
566068,NULL
566092,NULL
566094,NULL
566207,NULL
566244,NULL
566272,4/13/16
566291,NULL
566337,NULL
566406,NULL
566450,4/10/16
566502,NULL
566503,NULL
566506,NULL
566585,NULL
566586,NULL
566611,NULL
566624,NULL
566649,NULL
566684,4/6/16
566711,4/5/16
566801,NULL
566803,3/28/16
566823,NULL
566884,NULL
566911,NULL
566976,NULL
566986,NULL
567021,NULL
567030,4/4/16
567033,4/3/16
567056,NULL
567080,NULL
567163,3/28/16
567165,NULL
567213,NULL
567309,NULL
567313,NULL
567341,4/4/16
567391,NULL
567417,4/5/16
567445,NULL
567520,NULL
567535,NULL
567602,4/6/16
567626,NULL
567676,NULL
567712,4/4/16
567728,NULL
567735,NULL
567762,NULL
567811,NULL
567850,3/30/16
567870,NULL
567902,NULL
567962,NULL
567964,NULL
567977,NULL
567994,NULL
568003,NULL
568035,NULL
568044,NULL
568076,NULL
568114,NULL
568119,NULL
568179,NULL
568240,NULL
568268,NULL
568281,NULL
568393,NULL
568404,NULL
568408,NULL
568413,NULL
568442,4/5/16
568463,4/11/16
568469,4/4/16
568489,NULL
568539,NULL
568570,NULL
568574,NULL
568588,NULL
568596,NULL
568628,NULL
568645,NULL
568711,NULL
568739,NULL
568757,NULL
568799,NULL
568802,NULL
568809,NULL
568851,NULL
568865,NULL
568878,NULL
568888,NULL
568923,NULL
568937,NULL
568944,NULL
568971,NULL
568985,4/3/16
568998,NULL
569013,NULL
569049,NULL
569050,NULL
569073,NULL
569103,NULL
569109,NULL
569128,4/3/16
569139,NULL
569149,NULL
569158,NULL
569188,NULL
569213,NULL
569273,NULL
569282,NULL
569284,NULL
569298,NULL
569312,NULL
569345,NULL
569376,NULL
569428,NULL
569433,NULL
569436,NULL
569508,NULL
569546,NULL
569582,NULL
569614,NULL
569753,NULL
569782,NULL
569792,NULL
569817,NULL
569868,NULL
569908,NULL
569941,NULL
569976,NULL
569997,NULL
570021,NULL
570082,NULL
570107,NULL
570118,NULL
570199,NULL
570234,NULL
570246,NULL
570290,NULL
570401,NULL
570421,NULL
570484,NULL
570523,NULL
570524,NULL
570583,NULL
570667,4/6/16
570670,NULL
570712,4/3/16
570736,NULL
570751,NULL
570829,NULL
570877,NULL
570878,NULL
570883,NULL
570926,NULL
570983,NULL
571003,NULL
571007,NULL
571016,NULL
571051,NULL
571101,NULL
571174,NULL
571194,NULL
571231,NULL
571232,NULL
571282,4/4/16
571331,NULL
571332,3/29/16
571348,NULL
571436,NULL
571646,NULL
571650,NULL
571730,NULL
571755,NULL
571762,4/4/16
571792,NULL
571922,NULL
571955,NULL
571980,NULL
571991,NULL
571998,NULL
572032,NULL
572037,NULL
572076,NULL
572217,NULL
572223,NULL
572288,4/6/16
572290,NULL
572344,NULL
572348,NULL
572352,NULL
572370,NULL
572384,NULL
572400,4/5/16
572404,NULL
572451,4/4/16
572455,3/30/16
572492,4/2/16
572500,NULL
572526,NULL
572564,NULL
572630,NULL
572636,NULL
572728,NULL
572763,NULL
572795,NULL
572811,NULL
572883,NULL
572897,4/17/16
572902,NULL
573003,NULL
573189,NULL
573197,NULL
573255,NULL
573278,NULL
573414,NULL
573416,NULL
573421,NULL
573445,NULL
573564,NULL
573574,NULL
573639,NULL
573651,NULL
573655,4/16/16
573670,NULL
573673,NULL
573676,4/6/16
573693,NULL
573696,NULL
573709,NULL
573728,4/2/16
573735,NULL
573750,NULL
573770,NULL
573816,NULL
573841,NULL
573882,NULL
573903,NULL
573912,NULL
573915,NULL
573951,NULL
573985,4/2/16
573992,NULL
574011,NULL
574030,NULL
574093,4/3/16
574120,NULL
574192,NULL
574261,NULL
574267,NULL
574334,NULL
574401,NULL
574485,NULL
574522,NULL
574520,NULL
574536,NULL
574578,NULL
574625,NULL
574622,NULL
574639,4/4/16
574706,NULL
574698,4/5/16
574734,4/4/16
574805,NULL
574867,NULL
574871,NULL
574875,NULL
574949,NULL
574963,NULL
575019,NULL
575038,4/9/16
575044,NULL
575050,NULL
575052,NULL
575174,NULL
575196,NULL
575262,NULL
575283,NULL
575313,NULL
575326,NULL
575337,NULL
575351,NULL
575356,NULL
575380,NULL
575381,NULL
575394,NULL
575400,NULL
575424,NULL
575637,NULL
575682,4/9/16
575705,NULL
575833,NULL
575902,NULL
575937,NULL
575998,NULL
576011,NULL
576046,NULL
576055,NULL
576056,NULL
576148,NULL
576160,NULL
576209,NULL
576378,4/5/16
576480,NULL
576525,NULL
577238,NULL
577299,NULL
577317,NULL
577334,NULL
577347,NULL
577370,NULL
577451,NULL
577526,NULL
577606,NULL
577638,4/7/16
577684,NULL
577694,NULL
577700,NULL
577681,NULL
577756,NULL
577767,NULL
577783,NULL
577817,NULL
577823,NULL
577891,4/4/16
577984,NULL
578008,NULL
578009,NULL
578023,NULL
578035,NULL
578046,NULL
578053,NULL
578057,NULL
578058,NULL
578065,4/2/16
578077,NULL
578078,NULL
578079,NULL
578094,NULL
578124,NULL
578141,NULL
578191,NULL
578217,4/4/16
578261,NULL
578309,NULL
578311,NULL
578318,NULL
578396,4/8/16
578410,NULL
578452,NULL
578462,NULL
491043,NULL
491106,NULL
491142,NULL
491144,NULL
491201,NULL
491231,4/8/16
491269,3/31/16
491373,NULL
491468,NULL
491484,NULL
491626,3/8/16
491635,4/4/16
491656,NULL
491673,NULL
491729,NULL
491744,NULL
491768,3/8/16
491845,NULL
491862,NULL
491977,NULL
491999,NULL
492098,NULL
492097,NULL
492112,NULL
492132,NULL
492139,NULL
492161,3/27/16
492187,NULL
492191,NULL
492197,NULL
492215,NULL
492257,NULL
492282,NULL
492293,NULL
492375,NULL
492382,NULL
492403,4/3/16
492420,NULL
492587,NULL
492668,NULL
492676,NULL
492694,NULL
492739,NULL
492740,NULL
492810,NULL
492889,NULL
492907,NULL
492908,NULL
492954,NULL
493020,NULL
493080,NULL
493190,NULL
493199,NULL
493229,NULL
493260,NULL
493268,NULL
493282,NULL
493299,NULL
493329,NULL
493405,NULL
493407,NULL
493435,NULL
493460,NULL
493472,NULL
493477,NULL
493484,NULL
493486,NULL
493525,NULL
493532,NULL
493543,3/6/16
493690,NULL
493704,NULL
493725,NULL
493834,3/5/16
493847,3/24/16
494020,NULL
494023,NULL
494069,NULL
494160,NULL
494213,NULL
494294,NULL
494330,4/7/16
494420,NULL
494503,NULL
494585,NULL
494611,NULL
494640,NULL
494681,NULL
494682,NULL
494705,NULL
494738,NULL
494757,3/6/16
494873,NULL
494884,NULL
494900,NULL
494912,4/8/16
495023,NULL
495132,NULL
495220,NULL
495258,NULL
495263,NULL
495278,NULL
495291,NULL
495292,NULL
495391,NULL
495465,NULL
495509,NULL
495527,4/18/16
495529,NULL
495670,4/8/16
495689,4/14/16
495749,NULL
495913,NULL
495942,4/5/16
495966,NULL
495976,NULL
496034,NULL
496109,NULL
496186,NULL
496241,NULL
496364,NULL
496466,NULL
496523,NULL
496571,4/9/16
496615,NULL
496676,NULL
496704,NULL
496714,NULL
496761,NULL
496773,NULL
496785,NULL
496893,NULL
496914,4/4/16
496927,NULL
496933,NULL
497057,NULL
497136,NULL
497157,NULL
497162,NULL
497228,NULL
497282,NULL
497362,NULL
497602,NULL
497605,NULL
497647,NULL
497667,NULL
497699,NULL
497717,NULL
497763,NULL
497917,NULL
497936,NULL
498033,NULL
498065,NULL
498125,NULL
498288,NULL
498311,NULL
498372,NULL
498391,3/16/16
498440,4/10/16
498448,NULL
498456,NULL
498517,NULL
498555,NULL
498574,NULL
498576,4/17/16
498578,4/17/16
498585,NULL
498662,NULL
498674,NULL
498721,NULL
498813,NULL
498897,NULL
498980,NULL
498990,NULL
499008,NULL
499058,NULL
499061,NULL
499079,NULL
499095,4/1/16
499135,NULL
499137,NULL
499134,4/9/16
499155,NULL
499204,NULL
499224,4/4/16
499257,NULL
499311,NULL
499360,NULL
499371,NULL
499447,NULL
499526,NULL
499534,NULL
499614,NULL
499642,NULL
499689,NULL
499702,NULL
499755,NULL
499789,NULL
499790,NULL
499792,3/10/16
499793,NULL
499808,4/9/16
499859,NULL
499914,4/9/16
499922,NULL
499965,NULL
500044,NULL
500064,NULL
500086,NULL
500096,NULL
500131,NULL
500170,NULL
500176,NULL
500195,NULL
500435,NULL
500471,NULL
500486,NULL
500492,NULL
500494,NULL
500579,NULL
500643,NULL
500664,NULL
500710,NULL
500772,NULL
500807,NULL
500919,NULL
500952,NULL
501059,NULL
501103,3/30/16
501214,NULL
501259,NULL
501307,NULL
501333,NULL
501363,NULL
501421,4/5/16
501531,NULL
501554,NULL
501575,4/6/16
501796,NULL
501898,NULL
502124,4/4/16
502315,NULL
502401,NULL
502481,NULL
502536,NULL
502587,NULL
502604,3/23/16
502622,NULL
502699,NULL
502781,NULL
502972,NULL
502973,NULL
502994,NULL
503048,NULL
503155,NULL
503177,NULL
503185,3/15/16
503211,3/15/16
503218,NULL
503223,NULL
503249,NULL
503261,NULL
503268,NULL
503412,3/5/16
503496,NULL
503566,NULL
503618,NULL
503632,NULL
503650,NULL
503672,NULL
503718,NULL
503720,NULL
503819,NULL
503856,NULL
503912,NULL
503929,NULL
503958,NULL
503965,NULL
504064,NULL
504145,3/5/16
504149,NULL
504224,NULL
504232,NULL
504294,NULL
504378,NULL
504543,NULL
504601,NULL
504639,NULL
504784,NULL
504803,NULL
504819,NULL
504849,3/10/16
504942,NULL
504983,NULL
504995,NULL
505016,NULL
505053,NULL
505086,NULL
505161,NULL
505270,NULL
505290,3/31/16
505329,NULL
505335,3/6/16
505354,NULL
505449,NULL
505498,NULL
505795,NULL
505888,NULL
505893,NULL
505915,NULL
505916,NULL
505917,3/17/16
505942,NULL
506086,NULL
506127,NULL
506183,NULL
506238,NULL
506288,NULL
506391,3/7/16
506396,NULL
506415,NULL
506428,NULL
506485,NULL
506490,NULL
506496,NULL
506500,NULL
506508,NULL
506547,NULL
506554,NULL
506556,NULL
506604,NULL
506612,NULL
506629,NULL
506635,NULL
506640,NULL
506641,NULL
506659,NULL
506751,NULL
506756,NULL
506766,NULL
506799,NULL
506803,NULL
506858,NULL
507045,NULL
507130,NULL
507186,NULL
507235,NULL
507293,NULL
507371,3/20/16
507500,NULL
507613,3/14/16
507662,3/9/16
507720,3/8/16
507942,NULL
507963,NULL
507965,NULL
507984,NULL
508129,4/15/16
508286,NULL
508410,NULL
508515,NULL
508521,NULL
508548,NULL
508610,NULL
508693,NULL
508738,NULL
508741,NULL
508750,NULL
508775,NULL
508816,3/13/16
508820,NULL
508851,NULL
508916,NULL
508985,NULL
509022,NULL
509111,4/12/16
509195,NULL
509247,NULL
509326,NULL
509353,NULL
509496,NULL
509546,NULL
509564,NULL
509595,NULL
509667,NULL
509749,NULL
509759,NULL
509786,NULL
509911,NULL
509926,NULL
509952,NULL
509962,3/12/16
509970,NULL
510032,NULL
510073,4/10/16
510102,NULL
510144,NULL
510294,NULL
510315,NULL
510349,3/10/16
510378,NULL
510545,NULL
510582,NULL
510612,NULL
510641,NULL
510882,NULL
510898,NULL
511096,NULL
511144,NULL
511148,NULL
511157,3/11/16
511170,NULL
511171,4/9/16
511204,NULL
511260,NULL
511346,NULL
511410,NULL
511437,NULL
511439,NULL
511442,NULL
511500,NULL
511584,NULL
511590,NULL
511689,NULL
511693,NULL
511753,NULL
511796,NULL
511965,NULL
512004,NULL
512078,NULL
512088,4/7/16
512123,NULL
512259,NULL
512270,NULL
512284,NULL
512342,NULL
512374,NULL
512399,NULL
512441,NULL
512453,NULL
512621,4/8/16
512647,NULL
512653,NULL
512672,NULL
512695,NULL
512841,NULL
512842,NULL
512857,NULL
513035,4/14/16
513040,NULL
513308,NULL
513379,NULL
513380,NULL
513466,3/10/16
513542,NULL
513556,NULL
513752,3/31/16
513939,NULL
513994,NULL
514024,3/11/16
514052,NULL
514117,NULL
514146,NULL
514166,NULL
514209,NULL
514226,NULL
514230,NULL
514235,3/30/16
514255,NULL
514345,NULL
514380,NULL
514412,NULL
514478,NULL
514502,NULL
514529,4/10/16
514531,NULL
514573,NULL
514631,NULL
514697,NULL
514709,NULL
514725,4/4/16
514765,NULL
514874,NULL
515030,NULL
515199,NULL
515205,NULL
515273,NULL
515379,NULL
515443,NULL
515450,NULL
515454,NULL
515691,NULL
515888,NULL
515958,NULL
515980,3/19/16
516061,NULL
516065,NULL
516078,NULL
516418,NULL
516505,4/3/16
516506,3/24/16
516543,NULL
516563,NULL
516636,NULL
516637,NULL
516657,NULL
516842,NULL
516869,NULL
516908,NULL
516962,NULL
517001,NULL
517045,NULL
517131,NULL
517134,NULL
517240,NULL
517324,NULL
517395,NULL
517505,NULL
517537,4/1/16
517539,NULL
517552,4/10/16
517554,4/4/16
517728,NULL
517731,4/4/16
517794,NULL
517828,NULL
517871,NULL
517922,NULL
518004,NULL
518092,NULL
518140,NULL
518147,NULL
518290,NULL
518295,NULL
518319,NULL
518337,NULL
518400,NULL
518457,NULL
518492,4/11/16
518617,NULL
518740,NULL
518748,NULL
518766,NULL
518798,NULL
518814,NULL
518821,NULL
518841,NULL
518868,NULL
518893,NULL
518970,NULL
519020,NULL
519230,NULL
519337,NULL
519393,NULL
519420,NULL
519464,NULL
519491,NULL
519517,NULL
519529,NULL
519643,NULL
519691,NULL
519710,NULL
519875,3/13/16
519993,3/18/16
